id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone 2,ramal2,whatsapp,e-mail,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,"mapa_delegacias, penhas",mapa_delegacias,Departamento de Atendimento a Grupos Vulneráveis - Aracajú,DEAGV,público,Delegacia da Mulher,Local,,Rua,Itabaiana,258,,,Centro,Aracaju,2800308,SE,49010170,79,32059400,,,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,O atendimento está mais restrito,"-10,916207","-37,050399",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Barueri,DDM,público,Delegacia da Mulher,Local,,Avenida,Pastor Sebastião Davino Dos Reis,756,,,Jardim Tupanci,Barueri,3505708,SP,06414007,11,47064046,,41980522,,,secmulher.eviolencia@barueri.sp.gov.br,Não,07:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,Atendimento diminuiu por conta da pandemia,"-23,496165","-46,869646",Solicitação de medida protetiva somente presencialmente
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Batatais,DDM,público,Delegacia da Mulher,Local,,Rua,Goiás,190,,Casa 2,Centro,Batatais,3505906,SP,14315434,16,36628155,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,Atendimento diminuiu por conta da pandemia,"-20,899192","-47,597222",Atendimento presencial somente em casos urgentes
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Barretos,DDM,público,Delegacia da Mulher,Local,,Rua,Dezoito,2931,,,Centro,Barretos,3505500,SP,14784168,17,33228327,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,Atendimento diminuiu por conta da pandemia,"-20,575600","-48,558533",Atendimento presencial somente casos urgentes
,penhas,mapa_acolhimento,Centro de Referência da Mulher Casa Brasilândia,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Silvio Bueno Peruche,538,,,Brasilândia,São Paulo,3550308,SP,02871050,11,39834294,,39849816,,,,Não,10:00:00,16:00:00,Dias úteis,,,,Atendimento em regime de plantão,"-23,463297","-46,678328",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Marília,CRAS,público,Assistência Social,Local,,Rua,Sebastião Mazalli,,,,Jardim Teotônio Vilela,Marília,3529005,SP,17523793,14,34513694,,,,,crasteotonio@gmail.com,,,,,,,,Atendimento por telefone,"-22,251227","-49,940419",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Santa Rosa,CRAS,público,Assistência Social,Local,,Rua,Azuil Loureiro,1020,,,Vila Santa Rosa,Guarujá,3518701,SP,11430111,13,33582011,,,,,crasssantarosa@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-23,992908","-46,281019",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Morrinhos,CRAS,público,Assistência Social,Local,,Rua,Manoel Vicente Brito,,,,,Guarujá,3518701,SP,11495007,13,33861018,,,,,crasmorrinhos1@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-23,962929","-46,248313",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Santa Tereza,CRAS,público,Assistência Social,Local,,Rua,Antônio da Silva Lobo,1360,,,,Taubaté,3554102,SP,12045220,12,36862016,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-23,053384","-45,628687",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Sabará / Mourisco,CRAS,público,Assistência Social,Local,,Rua,Vicente Santoro,211,,,,Taubaté,3554102,SP,12061170,12,36332828,,,,,cras.sabara@taubate.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-23,006717","-45,560513",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Bagé,CRAS,público,Assistência Social,Local,,Avenida,Bagé,166,,,,Taubaté,3554102,SP,12071230,12,36294413,,,,,cras.bage@taubate.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-30,039920","-51,182902",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - São Gonçalo,CRAS,público,Assistência Social,Local,,Rua,Camilo Gomes Quintanilha,60,,,São Gonçalo,Taubaté,3554102,SP,12092100,12,36311494,,,,,cras.saogoncalo@taubate.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-23,054503","-45,585401",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Limeira,CREAS,público,Assistência Social,Local,,Rua,Major Coimbra,445,,,Vila Cláudia,Limeira,3526902,SP,13480402,19,34448682,,999405833,,sim,creaslimeira@ceprosom.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-22,575814","-47,397891",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Conjunto Residencial Victor D'andrea,CRAS,público,Assistência Social,Local,,Avenida,Fausto Esteves dos Santos,568,,,,Limeira,3526902,SP,13481340,19,34440789,,,,,crascecap@hotmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-22,594107","-47,400262",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Central - Limeira,CRAS,público,Assistência Social,Local,,Rua,Santa Cecília,220,,,,Limeira,3526902,SP,13485026,19,34046277,,34455283,,,crascentral@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-22,552197","-47,397887",
,penhas,mapa_acolhimento,Defensoria Pública do Estado de São Paulo - São Paulo,DPE,público,Jurídico,Regional,,Rua,São Jorge,201,,,Parque São Jorge,São Paulo,3550308,SP,03087000,11,20937105,,08007734340,,,,Não,08:00:00,18:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento,"-22,604998","-46,915915",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social João Romão,CRAS,público,Assistência Social,Local,,Rua,Adelino Scarpa,60,,,,Sorocaba,3552205,SP,18022030,15,32331322,,,,,crasjoaoromao@sorocaba.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento presencial somente com agendamento (das 9h às 15h),"-23,520863","-47,434096",É necessário o agendamento por telefone para realizar a consulta. Em caso de dúvidas além de ligar pode mandar mensagem pelo Whatsapp (mesmo número).
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Presidente Dutra,CRAS,público,Assistência Social,Local,,Via,Luiz Varga,1,,,,Limeira,3526902,SP,13486606,19,34428536,,34411739,,,crasdutra@hotmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,"Atendimento presencial somente com agendamento, com horário reduzido (das 13h às 16h)","-22,569137","-47,379721",
,penhas,mapa_acolhimento,Casa Zizi,CDCM,público,Centro de Referência da Mulher,Local,,Rua,Teotônio de Oliveira,101,,,Vila Santa Virginia,São Paulo,3550308,SP,03279060,11,22167346,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,Atendimento somente por telefone,"-23,586724","-46,543728",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social São José,CRAS,público,Assistência Social,Local,,Rua,Tomé de Souza,401,,,,Lençóis Paulista,3526803,SP,18681130,14,32632802,,,,,cras.centro@lencoispaulista.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Funcionamento em horário reduzido: das 07h30 as 13h30,"-22,596310","-48,789008",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Cecap,CRAS,público,Assistência Social,Local,,Rua,Adriano da Gama Kury,159,,,,Lençóis Paulista,3526803,SP,18681430,14,32641438,,,,,cras.3@lencoispaulista.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Funcionamento em horário reduzido: das 07h30 as 13h30,"-22,601091","-48,786028",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Julio Ferrari,CRAS,público,Assistência Social,Local,,Rua,Manoel Duarte Moreira,150,,,,Lençóis Paulista,3526803,SP,18684090,14,32636455,,,,,cras.jferrari@lencoispaulista.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Funcionamento em horário reduzido: das 07h30 as 13h30,"-22,583866","-48,813919",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Lençóis Paulista,CREAS,público,Assistência Social,Local,,Rua,Ignácio Anselmo,307,,,,Lençóis Paulista,3526803,SP,18682040,14,32641716,,,,,creas@lencoispaulista.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,Funcionamento em horário reduzido: das 07h30 as 16h30,"-22,598623","-48,798786",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Jacareí,CREAS,público,Assistência Social,Local,,Rua,Pompilho Mercadante,598,,,,Jacareí,3524402,SP,12308510,12,39544000,,,,,creas@jacarei.gov.br,Não,09:00:00,15:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,305706","-45,960637",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Lindóia,CRAS,público,Assistência Social,Local,,Rua,Francisco Rodrigues,32,,,,Lindóia,3527009,SP,13950000,19,38981849,,,,,cras@lindoia.sp.gov.br,Não,09:00:00,13:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-22,519876","-46,648662",
,penhas,mapa_acolhimento,Núcleo de Atendimento Especializado à Mulher - Ribeirão Preto,NAEM,público,Jurídico,Regional,,Rua,João Arcadepani Filho,400,,,Nova Ribeirânia,Ribeirão Preto,3543402,SP,14096720,16,36031191,,3636 3311,,,,Não,08:00:00,18:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-21,199120","-47,770715",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Pontes Gestal,CRAS,público,Assistência Social,Local,,Rua,Joao Araujo Texeira,862,,,,Pontes Gestal,3540309,SP,15560000,17,38441336,,,,,crasgestao@bol.com.br,Não,07:30:00,12:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-20,195937","-49,709420",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Turmalina,CRAS,público,Assistência Social,Local,,Rua,Victório Miotto,271,,,,Turmalina,3555307,SP,15755000,17,36671128,,,,,cras@turmalina.sp.gov.br,Não,07:30:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-20,053568","-50,475707",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Lupércio,CRAS,público,Assistência Social,Local,,Rua,Luis Reganhan,226,,,,Lupércio,3527801,SP,17420000,14,34741147,,,,,craslupercio@yahoo.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-22,414585","-49,819773",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Ana Paula Eleutério,CRAS,público,Assistência Social,Local,,Rua,Professor Horácio Blazeck,246,,,,Sorocaba,3554102,SP,18079728,12,32264687,,,,,crashabiteto@sorocaba.sp.gov.br,Não,09:00:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,423503","-47,483184",Não é necessário o agendamento por telefone.
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Aparecidinha,CRAS,público,Assistência Social,Local,,Rua,Do Terço,,,,,Sorocaba,3552205,SP,18087245,15,33253956,,,,,,Não,09:00:00,15:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-22,854992","-43,331966",Necessário agendamento por telefone.
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Cajuru,CRAS,público,Assistência Social,Local,,Rua,Jorge Elias,42,,,,Sorocaba,3552205,SP,18105109,15,32332928,,,,,crascajuru@sorocaba.sp.gov.br,Não,09:00:00,15:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,398003","-47,377310",Necessário agendamento por telefone.
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Brigadeiro Tobias,CRAS,público,Assistência Social,Local,,Avenida,Dos Bandeirantes,3835,,,,Sorocaba,3552205,SP,18108000,15,32367040,,,,,crasbrigadeirotobias@sorocaba.sp.gov.br,Não,09:00:00,15:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,612387","-46,671938",Necessário agendamento por telefone.
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Lutécia,CRAS,público,Assistência Social,Local,,Rua,Bernardino Garrossino,760,,,,Lutécia,3527900,SP,19750000,18,33681800,,,,,craslutecia@yahoo.com.br,Não,07:00:00,13:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-22,343022","-50,396103",
,penhas,mapa_acolhimento,Centro de Referência da Mulher Casa Eliane de Grammont,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Drua Barcelar,20,,,Vila Clementino,São Paulo,3550308,SP,04026000,11,55499339,,55490335,,,casaeliane@yahoo.com.br,Não,10:00:00,16:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,594355","-46,647849",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Eldorado,CRAS,público,Assistência Social,Local,,Avenida,Nossa Senhora dos Navegantes,1090,,,,Diadema,3513801,SP,09974420,11,40495400,,,,,,Não,09:00:00,15:00:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-23,721678","-46,618531",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Marília,CRAS,público,Assistência Social,Local,,Rua,José Silva,480,,,Jardim Fontanelli,Marília,3529005,SP,17502500,14,34335778,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia: 08h às 14h,"-22,218951","-49,963142",
,penhas,mapa_acolhimento,Associação Paulista de Amparo a Mulher - São Paulo,APAM,ONG,Assistência Social,Local,,Rua,Dona Elisa,133,,,Perdizes,São Paulo,3550308,SP,01155030,11,36623115,,,,,apam.sp@hotmail.com,,,,,,Sim,,"Não está realizando atendimento presencial por conta do isolamento social. Está realizando atendimento telefônico, por e-mail e inbox caso haja alguma situação emergencial.","23,530158","-46,662897",
,penhas,mapa_acolhimento,CRM 25 de Março,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Líbero Badaró,137,,4º andar,Centro,São Paulo,3550308,SP,01003010,11,31061100,,,,,crm.centro25@gmail.com,Não,10:00:00,16:00:00,Dias úteis,,,,,"-23,548255","-46,637365",
,penhas,mapa_acolhimento,1ª Delegacia de Policia Das Pessoas Com Deficiência,DPOL,público,Delegacia Comum,Local,,Rua,Brigadeiro Tobias,527,,,,São Paulo,3550308,SP,01032020,11,33113380,,33113383,,,dppd.decap@policiacivil.sp.gov.br,Não,09:00:00,18:00:00,Dias úteis,,,,,"-23,539384","-46,635041",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Santos,CRAS,público,Assistência Social,Local,,Praça,Visconde de Ouro Preto,19,,,Aparecida,Santos,3548500,SP,11025190,13,32032903,,,,,renatamatos@santos.sp.gov.br ,Não,08:00:00,17:00:00,Dias úteis,,,,,"-23,959220","-46,331779",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social Zona Leste- Santos,CREAS,público,Assistência Social,Local,,Avenida,Conselheiro Nébias,452,,,,Santos,3548500,SP,11045000,13,32234079,,32218525,,,creas-zl@santos.sp.gov.br,Não,09:00:00,15:00:00,Dias úteis,,,,,"-23,953524","-46,322653",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Santos,DDM,público,Delegacia da Mulher,Local,,Rua,Doutor Assis Corrêa,50,,,Gonzaga,Santos,3548500,SP,11045001,13,32321510,,32354222,,,,Sim,00:00:00,23:59:00,Dias úteis,,,,,"-23,961458","-46,333203",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social Zona Noroeste - Santos,CREAS,público,Assistência Social,Local,,Rua,Cananéia,269,,,,Santos,3548500,SP,11085180,13,32161213,,32161162,,,,Não,09:00:00,15:00:00,Dias úteis,,,,,"-23,932093","-46,353753",
,penhas,mapa_acolhimento,Casa Florescer - Casa Abrigo Para Mulheres Trans e Travestis, ,público,Assistência Social,Local,,Rua,Prates,1101,,,Bom Retiro,São Paulo,3550308,SP,01121000,11,32280502,,,,,cadiversidade@gmail.com,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-23,524221","-46,634544",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - São Vicente,DDM,público,Delegacia da Mulher,Local,,Rua,Djalma Dutra,132,,,Centro,São Vicente,2413003,SP,11310260,13,34673941,,,,,,Não,09:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-23,967432","-46,389913",
,penhas,mapa_acolhimento,Instituto Pro Mulher,CRAM,público,Centro de Referência da Mulher,Local,,Avenida,Avenida  Nações Unidas,1754,,,,São Vicente,3551009,SP,11330300,13,996160672,,,,sim,,Não,09:00:00,17:00:00,Dias úteis,,,,,"-23,607465","-46,697247",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Guarujá,DDM,público,Delegacia Comum,Local,,Rua,Washington,227,,,Vila Maia,Guarujá,3518701,SP,11410150,13,33354468,,,,,,Não,09:00:00,19:00:00,Dias úteis,,,,,"-23,992959","-46,257754",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Enseada,CRAS,público,Assistência Social,Local,,Rua,Doutor Fernando Nascimento,640,,, Balneario Cidade Atlantica,Guarujá,3518701,SP,11441200,13,33921148,,,,,cras.enseada@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-23,978386","-46,226689","O horário de atendimento com assistentes sociais é segunda, quarta e sexta feira das 08:00 às 17h."
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Vicente de Carvalho,CRAS,público,Assistência Social,Local,,Rua,Cunhambebe,380,,,Vila Alice,Guarujá,3518701,SP,11450090,13,33427603,,,,,cras.vicentedecarvalho@gmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-27,092355","-52,606585","Não é necessário o agendamento prévio para o atendimento com assistente social, é só comparecer no local."
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Cubatão,DDM,público,Delegacia da Mulher,Local,,Avenida,Brasil,384,,,Casqueiro,Cubatão,3513504,SP,11533000,13,33643885,,33632141,,,,Não,09:00:00,19:00:00,Dias úteis,Sim,Sim,Sim,,"-23,928157","-46,411407",B.O. até as 18h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional - São Sebastião,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Floriano Peixoto,200,,,Centro,São Sebastião,2708808,SP,11600000,12,38931213,,,,,,Não,09:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-23,799791","-45,409369",
,penhas,mapa_acolhimento,Unidade de Pronto Atendimento - Caraguatatuba,UPA,público,Saúde,Local,,Avenida,Maranhão,451,,,Jardim Primavera,Caraguatatuba,3510500,SP,11660690,12,38972112,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-23,626812","-45,418147",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Caraguatatuba,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,Maranhão,341,,Fundos,Jardim Primavera,Caraguatatuba,3510500,SP,11660904,12,38823242,,38832585,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-23,627047","-45,420838",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - São Sebastião/Ubatuba,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Minas Gerais,12,,,Umuarama,Ubatuba,3555406,SP,11680000,12,38325260,,,,,,Não,09:00:00,19:00:00,Dias úteis,Sim,Sim,Sim,,"-23,436294","-45,080428",Delegacia fecha para almoço das 12h ás 13h30. B.O. é feito até as 18h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Praia Grande,DDM,público,Delegacia da Mulher,Local,,Rua,Cidade de Santos,50,,,Boqueirão,Praia Grande,3541000,SP,11700800,13,34714044,,34718000,,,,Não,09:00:00,19:00:00,Dias úteis com plantão aos fins de semana,Sim,Sim,Sim,,"-24,001744","-46,420058",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Mongaguá,DDM,público,Delegacia da Mulher,Local,,Avenida,São Paulo,851,,,Vila São Paulo,Mongaguá,3531100,SP,11730000,13,35071708,,,,,,Não,09:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-24,091339","-46,615700",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Peruíbe,DDM,público,Delegacia da Mulher,Local,,Rua,Ministro Genésio de Almeida Moura,76,,,Centro,Peruíbe,3537602,SP,11750000,13,34555496,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-24,322728","-47,001645",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Peruíbe,CREAS,público,Assistência Social,Local,,Rua,São Paulo,205,,,,Peruíbe,3537602,SP,11750000,13,34536772,,34531697,,,promocaosocialperuibe@yahoo.com.br,,,,,,,,,"-24,275640","-46,972959",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Peruíbe,CRAS,público,Assistência Social,Local,,Rua,Treze,475,,,,Peruíbe,3537602,SP,11750000,13,34584642,,,,,,,,,,,,,,"-24,262644","-46,952032",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Registro,DDM,público,Delegacia da Mulher,Local,,Avenida,Clara Gianotti de Souza,1051,,,Vila Sao Nicolau,Registro,3542602,SP,11900000,13,38222202,,38224240,,,,Não,09:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-24,500330","-47,854287",
